year,round,from_country_id,to_country_id,from_country,to_country,total_points,tele_points,jury_points
2017,final,at,nl,at,nl,12,12.0,12.0
2017,final,at,fr,at,fr,0,0.0,0.0
2017,final,at,hr,at,hr,4,4.0,4.0
2017,final,at,az,at,az,0,0.0,0.0
2017,final,at,gb,at,gb,1,1.0,1.0
2017,final,at,at,at,at,0,0.0,0.0
2017,final,at,by,at,by,7,7.0,7.0
2017,final,at,am,at,am,0,0.0,0.0
2017,final,at,gr,at,gr,0,0.0,0.0
2017,final,at,dk,at,dk,0,0.0,0.0
2017,final,at,cy,at,cy,0,0.0,0.0
2017,final,at,pl,at,pl,2,2.0,2.0
2017,final,at,il,at,il,0,0.0,0.0
2017,final,at,ua,at,ua,0,0.0,0.0
2017,final,at,de,at,de,0,0.0,0.0
2017,final,at,es,at,es,0,0.0,0.0
2017,final,az,pt,az,pt,16,16.0,16.0
2017,final,az,bg,az,bg,14,14.0,14.0
2017,final,az,md,az,md,20,20.0,20.0
2017,final,az,be,az,be,4,4.0,4.0
2017,final,az,se,az,se,3,3.0,3.0
2017,final,az,it,az,it,6,6.0,6.0
2017,final,az,ro,az,ro,5,5.0,5.0
2017,final,az,hu,az,hu,7,7.0,7.0
2017,final,az,au,az,au,0,0.0,0.0
2017,final,az,no,az,no,0,0.0,0.0
2017,final,az,nl,az,nl,0,0.0,0.0
2017,final,az,fr,az,fr,5,5.0,5.0
2017,final,az,hr,az,hr,1,1.0,1.0
2017,final,az,az,az,az,0,0.0,0.0
2017,final,az,gb,az,gb,0,0.0,0.0
2017,final,az,at,az,at,0,0.0,0.0
2017,final,az,by,az,by,12,12.0,12.0
2017,final,az,am,az,am,0,0.0,0.0
2017,final,az,gr,az,gr,5,5.0,5.0
2017,final,az,dk,az,dk,0,0.0,0.0
2017,final,az,cy,az,cy,0,0.0,0.0
2017,final,az,pl,az,pl,6,6.0,6.0
2017,final,az,il,az,il,5,5.0,5.0
2017,final,az,ua,az,ua,7,7.0,7.0
2017,final,az,de,az,de,0,0.0,0.0
2017,final,az,es,az,es,0,0.0,0.0
2017,final,by,pt,by,pt,17,17.0,17.0
2017,final,by,bg,by,bg,24,24.0,24.0
2017,final,by,md,by,md,10,10.0,10.0
2017,final,by,be,by,be,6,6.0,6.0
2017,final,by,se,by,se,11,11.0,11.0
2017,final,by,it,by,it,0,0.0,0.0
2017,final,by,ro,by,ro,2,2.0,2.0
2017,final,by,hu,by,hu,8,8.0,8.0
2017,final,by,au,by,au,7,7.0,7.0
2017,final,by,no,by,no,11,11.0,11.0
2017,final,by,nl,by,nl,5,5.0,5.0
2017,final,by,fr,by,fr,4,4.0,4.0
2017,final,by,hr,by,hr,0,0.0,0.0
2017,final,by,az,by,az,0,0.0,0.0
2017,final,by,gb,by,gb,0,0.0,0.0
2017,final,by,at,by,at,4,4.0,4.0
2017,final,by,by,by,by,0,0.0,0.0
2017,final,by,am,by,am,0,0.0,0.0
2017,final,by,gr,by,gr,0,0.0,0.0
2017,final,by,dk,by,dk,3,3.0,3.0
2017,final,by,cy,by,cy,0,0.0,0.0
2017,final,by,pl,by,pl,2,2.0,2.0
2017,final,by,il,by,il,1,1.0,1.0
2017,final,by,ua,by,ua,1,1.0,1.0
2017,final,by,de,by,de,0,0.0,0.0
2017,final,by,es,by,es,0,0.0,0.0
2017,final,be,pt,be,pt,20,20.0,20.0
2017,final,be,bg,be,bg,18,18.0,18.0
2017,final,be,md,be,md,7,7.0,7.0
2017,final,be,be,be,be,0,0.0,0.0
2017,final,be,se,be,se,14,14.0,14.0
2017,final,be,it,be,it,5,5.0,5.0
2017,final,be,ro,be,ro,6,6.0,6.0
2017,final,be,hu,be,hu,1,1.0,1.0
2017,final,be,au,be,au,6,6.0,6.0
2017,final,be,no,be,no,7,7.0,7.0
2017,final,be,nl,be,nl,10,10.0,10.0
2017,final,be,fr,be,fr,4,4.0,4.0
2017,final,be,hr,be,hr,0,0.0,0.0
2017,final,be,az,be,az,4,4.0,4.0
2017,final,be,gb,be,gb,2,2.0,2.0
2017,final,be,at,be,at,3,3.0,3.0
2017,final,be,by,be,by,0,0.0,0.0
2017,final,be,am,be,am,0,0.0,0.0
2017,final,be,gr,be,gr,0,0.0,0.0
2017,final,be,dk,be,dk,0,0.0,0.0
2017,final,be,cy,be,cy,5,5.0,5.0
2017,final,be,pl,be,pl,4,4.0,4.0
2017,final,be,il,be,il,0,0.0,0.0
2017,final,be,ua,be,ua,0,0.0,0.0
2017,final,be,de,be,de,0,0.0,0.0
2017,final,be,es,be,es,0,0.0,0.0
2017,final,bg,pt,bg,pt,7,7.0,7.0
2017,final,bg,bg,bg,bg,0,0.0,0.0
2017,final,bg,md,bg,md,10,10.0,10.0
2017,final,bg,be,bg,be,4,4.0,4.0
2017,final,bg,se,bg,se,2,2.0,2.0
2017,final,bg,it,bg,it,0,0.0,0.0
2017,final,bg,ro,bg,ro,11,11.0,11.0
2017,final,bg,hu,bg,hu,6,6.0,6.0
2017,final,bg,au,bg,au,0,0.0,0.0
2017,final,bg,no,bg,no,0,0.0,0.0
2017,final,bg,nl,bg,nl,10,10.0,10.0
2017,final,bg,fr,bg,fr,12,12.0,12.0
2017,final,bg,hr,bg,hr,1,1.0,1.0
2017,final,bg,az,bg,az,5,5.0,5.0
2017,final,bg,gb,bg,gb,0,0.0,0.0
2017,final,bg,at,bg,at,12,12.0,12.0
2017,final,bg,by,bg,by,2,2.0,2.0
2017,final,bg,am,bg,am,4,4.0,4.0
2017,final,bg,gr,bg,gr,11,11.0,11.0
2017,final,bg,dk,bg,dk,0,0.0,0.0
2017,final,bg,cy,bg,cy,3,3.0,3.0
2017,final,bg,pl,bg,pl,7,7.0,7.0
2017,final,bg,il,bg,il,8,8.0,8.0
2017,final,bg,ua,bg,ua,1,1.0,1.0
2017,final,bg,de,bg,de,0,0.0,0.0
2017,final,bg,es,bg,es,0,0.0,0.0
2017,final,hr,pt,hr,pt,17,17.0,17.0
2017,final,hr,bg,hr,bg,18,18.0,18.0
2017,final,hr,md,hr,md,4,4.0,4.0
2017,final,hr,be,hr,be,5,5.0,5.0
2017,final,hr,se,hr,se,6,6.0,6.0
2017,final,hr,it,hr,it,7,7.0,7.0
2017,final,hr,ro,hr,ro,6,6.0,6.0
2017,final,hr,hu,hr,hu,24,24.0,24.0
2017,final,hr,au,hr,au,6,6.0,6.0
2017,final,hr,no,hr,no,2,2.0,2.0
2017,final,hr,nl,hr,nl,9,9.0,9.0
2017,final,hr,fr,hr,fr,3,3.0,3.0
2017,final,hr,hr,hr,hr,0,0.0,0.0
2017,final,hr,az,hr,az,0,0.0,0.0
2017,final,hr,gb,hr,gb,0,0.0,0.0
2017,final,hr,at,hr,at,1,1.0,1.0
2017,final,hr,by,hr,by,5,5.0,5.0
2017,final,hr,am,hr,am,0,0.0,0.0
2017,final,hr,gr,hr,gr,0,0.0,0.0
2017,final,hr,dk,hr,dk,3,3.0,3.0
2017,final,hr,cy,hr,cy,0,0.0,0.0
2017,final,hr,pl,hr,pl,0,0.0,0.0
2017,final,hr,il,hr,il,0,0.0,0.0
2017,final,hr,ua,hr,ua,0,0.0,0.0
2017,final,hr,de,hr,de,0,0.0,0.0
2017,final,hr,es,hr,es,0,0.0,0.0
2017,final,cy,pt,cy,pt,15,15.0,15.0
2017,final,cy,bg,cy,bg,17,17.0,17.0
2017,final,cy,md,cy,md,6,6.0,6.0
2017,final,cy,be,cy,be,5,5.0,5.0
2017,final,cy,se,cy,se,11,11.0,11.0
2017,final,cy,it,cy,it,18,18.0,18.0
2017,final,cy,ro,cy,ro,4,4.0,4.0
2017,final,cy,hu,cy,hu,0,0.0,0.0
2017,final,cy,au,cy,au,4,4.0,4.0
2017,final,cy,no,cy,no,0,0.0,0.0
2017,final,cy,nl,cy,nl,0,0.0,0.0
2017,final,cy,fr,cy,fr,5,5.0,5.0
2017,final,cy,hr,cy,hr,0,0.0,0.0
2017,final,cy,az,cy,az,1,1.0,1.0
2017,final,cy,gb,cy,gb,5,5.0,5.0
2017,final,cy,at,cy,at,0,0.0,0.0
2017,final,cy,by,cy,by,0,0.0,0.0
2017,final,cy,am,cy,am,1,1.0,1.0
2017,final,cy,gr,cy,gr,24,24.0,24.0
2017,final,cy,dk,cy,dk,0,0.0,0.0
2017,final,cy,cy,cy,cy,0,0.0,0.0
2017,final,cy,pl,cy,pl,0,0.0,0.0
2017,final,cy,il,cy,il,0,0.0,0.0
2017,final,cy,ua,cy,ua,0,0.0,0.0
2017,final,cy,de,cy,de,0,0.0,0.0
2017,final,cy,es,cy,es,0,0.0,0.0
2017,final,cz,pt,cz,pt,20,20.0,20.0
2017,final,cz,bg,cz,bg,14,14.0,14.0
2017,final,cz,md,cz,md,8,8.0,8.0
2017,final,cz,be,cz,be,4,4.0,4.0
2017,final,cz,se,cz,se,7,7.0,7.0
2017,final,cz,it,cz,it,1,1.0,1.0
2017,final,cz,ro,cz,ro,6,6.0,6.0
2017,final,cz,hu,cz,hu,0,0.0,0.0
2017,final,cz,au,cz,au,10,10.0,10.0
2017,final,cz,no,cz,no,0,0.0,0.0
2017,final,cz,nl,cz,nl,8,8.0,8.0
2017,final,cz,fr,cz,fr,0,0.0,0.0
2017,final,cz,hr,cz,hr,0,0.0,0.0
2017,final,cz,az,cz,az,10,10.0,10.0
2017,final,cz,gb,cz,gb,5,5.0,5.0
2017,final,cz,at,cz,at,4,4.0,4.0
2017,final,cz,by,cz,by,3,3.0,3.0
2017,final,cz,am,cz,am,2,2.0,2.0
2017,final,cz,gr,cz,gr,0,0.0,0.0
2017,final,cz,dk,cz,dk,6,6.0,6.0
2017,final,cz,cy,cz,cy,0,0.0,0.0
2017,final,cz,pl,cz,pl,1,1.0,1.0
2017,final,cz,il,cz,il,0,0.0,0.0
2017,final,cz,ua,cz,ua,7,7.0,7.0
2017,final,cz,de,cz,de,0,0.0,0.0
2017,final,cz,es,cz,es,0,0.0,0.0
2017,final,dk,pt,dk,pt,15,15.0,15.0
2017,final,dk,bg,dk,bg,14,14.0,14.0
2017,final,dk,md,dk,md,11,11.0,11.0
2017,final,dk,be,dk,be,8,8.0,8.0
2017,final,dk,se,dk,se,24,24.0,24.0
2017,final,dk,it,dk,it,0,0.0,0.0
2017,final,dk,ro,dk,ro,4,4.0,4.0
2017,final,dk,hu,dk,hu,3,3.0,3.0
2017,final,dk,au,dk,au,10,10.0,10.0
2017,final,dk,no,dk,no,13,13.0,13.0
2017,final,dk,nl,dk,nl,6,6.0,6.0
2017,final,dk,fr,dk,fr,0,0.0,0.0
2017,final,dk,hr,dk,hr,0,0.0,0.0
2017,final,dk,az,dk,az,0,0.0,0.0
2017,final,dk,gb,dk,gb,0,0.0,0.0
2017,final,dk,at,dk,at,7,7.0,7.0
2017,final,dk,by,dk,by,0,0.0,0.0
2017,final,dk,am,dk,am,1,1.0,1.0
2017,final,dk,gr,dk,gr,0,0.0,0.0
2017,final,dk,dk,dk,dk,0,0.0,0.0
2017,final,dk,cy,dk,cy,0,0.0,0.0
2017,final,dk,pl,dk,pl,0,0.0,0.0
2017,final,dk,il,dk,il,0,0.0,0.0
2017,final,dk,ua,dk,ua,0,0.0,0.0
2017,final,dk,de,dk,de,0,0.0,0.0
2017,final,dk,es,dk,es,0,0.0,0.0
2017,final,ee,pt,ee,pt,18,18.0,18.0
2017,final,ee,bg,ee,bg,19,19.0,19.0
2017,final,ee,md,ee,md,4,4.0,4.0
2017,final,ee,be,ee,be,14,14.0,14.0
2017,final,ee,se,ee,se,6,6.0,6.0
2017,final,ee,it,ee,it,5,5.0,5.0
2017,final,ee,ro,ee,ro,6,6.0,6.0
2017,final,ee,hu,ee,hu,9,9.0,9.0
2017,final,ee,au,ee,au,7,7.0,7.0
2017,final,ee,no,ee,no,10,10.0,10.0
2017,final,ee,nl,ee,nl,4,4.0,4.0
2017,final,ee,fr,ee,fr,1,1.0,1.0
2017,final,ee,hr,ee,hr,0,0.0,0.0
2017,final,ee,az,ee,az,0,0.0,0.0
2017,final,ee,gb,ee,gb,6,6.0,6.0
2017,final,ee,at,ee,at,0,0.0,0.0
2017,final,ee,by,ee,by,2,2.0,2.0
2017,final,ee,am,ee,am,0,0.0,0.0
2017,final,ee,gr,ee,gr,0,0.0,0.0
2017,final,ee,dk,ee,dk,5,5.0,5.0
2017,final,ee,cy,ee,cy,0,0.0,0.0
2017,final,ee,pl,ee,pl,0,0.0,0.0
2017,final,ee,il,ee,il,0,0.0,0.0
2017,final,ee,ua,ee,ua,0,0.0,0.0
2017,final,ee,de,ee,de,0,0.0,0.0
2017,final,ee,es,ee,es,0,0.0,0.0
2017,final,fi,pt,fi,pt,20,20.0,20.0
2017,final,fi,bg,fi,bg,13,13.0,13.0
2017,final,fi,md,fi,md,8,8.0,8.0
2017,final,fi,be,fi,be,10,10.0,10.0
2017,final,fi,se,fi,se,18,18.0,18.0
2017,final,fi,it,fi,it,15,15.0,15.0
2017,final,fi,ro,fi,ro,3,3.0,3.0
2017,final,fi,hu,fi,hu,4,4.0,4.0
2017,final,fi,au,fi,au,10,10.0,10.0
2017,final,fi,no,fi,no,3,3.0,3.0
2017,final,fi,nl,fi,nl,0,0.0,0.0
2017,final,fi,fr,fi,fr,1,1.0,1.0
2017,final,fi,hr,fi,hr,0,0.0,0.0
2017,final,fi,az,fi,az,0,0.0,0.0
2017,final,fi,gb,fi,gb,2,2.0,2.0
2017,final,fi,at,fi,at,0,0.0,0.0
2017,final,fi,by,fi,by,0,0.0,0.0
2017,final,fi,am,fi,am,0,0.0,0.0
2017,final,fi,gr,fi,gr,0,0.0,0.0
2017,final,fi,dk,fi,dk,4,4.0,4.0
2017,final,fi,cy,fi,cy,5,5.0,5.0
2017,final,fi,pl,fi,pl,0,0.0,0.0
2017,final,fi,il,fi,il,0,0.0,0.0
2017,final,fi,ua,fi,ua,0,0.0,0.0
2017,final,fi,de,fi,de,0,0.0,0.0
2017,final,fi,es,fi,es,0,0.0,0.0
2017,final,fr,pt,fr,pt,24,24.0,24.0
2017,final,fr,bg,fr,bg,9,9.0,9.0
2017,final,fr,md,fr,md,7,7.0,7.0
2017,final,fr,be,fr,be,8,8.0,8.0
2017,final,fr,se,fr,se,8,8.0,8.0
2017,final,fr,it,fr,it,15,15.0,15.0
2017,final,fr,ro,fr,ro,10,10.0,10.0
2017,final,fr,hu,fr,hu,2,2.0,2.0
2017,final,fr,au,fr,au,2,2.0,2.0
2017,final,fr,no,fr,no,7,7.0,7.0
2017,final,fr,nl,fr,nl,4,4.0,4.0
2017,final,fr,fr,fr,fr,0,0.0,0.0
2017,final,fr,hr,fr,hr,0,0.0,0.0
2017,final,fr,az,fr,az,0,0.0,0.0
2017,final,fr,gb,fr,gb,3,3.0,3.0
2017,final,fr,at,fr,at,1,1.0,1.0
2017,final,fr,by,fr,by,0,0.0,0.0
2017,final,fr,am,fr,am,6,6.0,6.0
2017,final,fr,gr,fr,gr,0,0.0,0.0
2017,final,fr,dk,fr,dk,0,0.0,0.0
2017,final,fr,cy,fr,cy,0,0.0,0.0
2017,final,fr,pl,fr,pl,1,1.0,1.0
2017,final,fr,il,fr,il,9,9.0,9.0
2017,final,fr,ua,fr,ua,0,0.0,0.0
2017,final,fr,de,fr,de,0,0.0,0.0
2017,final,fr,es,fr,es,0,0.0,0.0
2017,final,ge,pt,ge,pt,20,20.0,20.0
2017,final,ge,bg,ge,bg,13,13.0,13.0
2017,final,ge,md,ge,md,0,0.0,0.0
2017,final,ge,be,ge,be,0,0.0,0.0
2017,final,ge,se,ge,se,9,9.0,9.0
2017,final,ge,it,ge,it,7,7.0,7.0
2017,final,ge,ro,ge,ro,0,0.0,0.0
2017,final,ge,hu,ge,hu,0,0.0,0.0
2017,final,ge,au,ge,au,0,0.0,0.0
2017,final,ge,no,ge,no,7,7.0,7.0
2017,final,ge,nl,ge,nl,1,1.0,1.0
2017,final,ge,fr,ge,fr,3,3.0,3.0
2017,final,ge,hr,ge,hr,0,0.0,0.0
2017,final,ge,az,ge,az,22,22.0,22.0
2017,final,ge,gb,ge,gb,0,0.0,0.0
2017,final,ge,at,ge,at,5,5.0,5.0
2017,final,ge,by,ge,by,6,6.0,6.0
2017,final,ge,am,ge,am,13,13.0,13.0
2017,final,ge,gr,ge,gr,0,0.0,0.0
2017,final,ge,dk,ge,dk,0,0.0,0.0
2017,final,ge,cy,ge,cy,6,6.0,6.0
2017,final,ge,pl,ge,pl,0,0.0,0.0
2017,final,ge,il,ge,il,0,0.0,0.0
2017,final,ge,ua,ge,ua,4,4.0,4.0
2017,final,ge,de,ge,de,0,0.0,0.0
2017,final,ge,es,ge,es,0,0.0,0.0
2017,final,de,pt,de,pt,22,22.0,22.0
2017,final,de,bg,de,bg,13,13.0,13.0
2017,final,de,md,de,md,7,7.0,7.0
2017,final,de,be,de,be,10,10.0,10.0
2017,final,de,se,de,se,4,4.0,4.0
2017,final,de,it,de,it,4,4.0,4.0
2017,final,de,ro,de,ro,6,6.0,6.0
2017,final,de,hu,de,hu,4,4.0,4.0
2017,final,de,au,de,au,5,5.0,5.0
2017,final,de,no,de,no,12,12.0,12.0
2017,final,de,nl,de,nl,8,8.0,8.0
2017,final,de,fr,de,fr,0,0.0,0.0
2017,final,de,hr,de,hr,11,11.0,11.0
2017,final,de,az,de,az,0,0.0,0.0
2017,final,de,gb,de,gb,6,6.0,6.0
2017,final,de,at,de,at,2,2.0,2.0
2017,final,de,by,de,by,0,0.0,0.0
2017,final,de,am,de,am,0,0.0,0.0
2017,final,de,gr,de,gr,0,0.0,0.0
2017,final,de,dk,de,dk,0,0.0,0.0
2017,final,de,cy,de,cy,0,0.0,0.0
2017,final,de,pl,de,pl,2,2.0,2.0
2017,final,de,il,de,il,0,0.0,0.0
2017,final,de,ua,de,ua,0,0.0,0.0
2017,final,de,de,de,de,0,0.0,0.0
2017,final,de,es,de,es,0,0.0,0.0
2017,final,gr,pt,gr,pt,13,13.0,13.0
2017,final,gr,bg,gr,bg,12,12.0,12.0
2017,final,gr,md,gr,md,13,13.0,13.0
2017,final,gr,be,gr,be,5,5.0,5.0
2017,final,gr,se,gr,se,3,3.0,3.0
2017,final,gr,it,gr,it,11,11.0,11.0
2017,final,gr,ro,gr,ro,7,7.0,7.0
2017,final,gr,hu,gr,hu,0,0.0,0.0
2017,final,gr,au,gr,au,0,0.0,0.0
2017,final,gr,no,gr,no,0,0.0,0.0
2017,final,gr,nl,gr,nl,0,0.0,0.0
2017,final,gr,fr,gr,fr,4,4.0,4.0
2017,final,gr,hr,gr,hr,0,0.0,0.0
2017,final,gr,az,gr,az,10,10.0,10.0
2017,final,gr,gb,gr,gb,1,1.0,1.0
2017,final,gr,at,gr,at,0,0.0,0.0
2017,final,gr,by,gr,by,3,3.0,3.0
2017,final,gr,am,gr,am,10,10.0,10.0
2017,final,gr,gr,gr,gr,0,0.0,0.0
2017,final,gr,dk,gr,dk,0,0.0,0.0
2017,final,gr,cy,gr,cy,24,24.0,24.0
2017,final,gr,pl,gr,pl,0,0.0,0.0
2017,final,gr,il,gr,il,0,0.0,0.0
2017,final,gr,ua,gr,ua,0,0.0,0.0
2017,final,gr,de,gr,de,0,0.0,0.0
2017,final,gr,es,gr,es,0,0.0,0.0
2017,final,hu,pt,hu,pt,19,19.0,19.0
2017,final,hu,bg,hu,bg,22,22.0,22.0
2017,final,hu,md,hu,md,10,10.0,10.0
2017,final,hu,be,hu,be,8,8.0,8.0
2017,final,hu,se,hu,se,4,4.0,4.0
2017,final,hu,it,hu,it,4,4.0,4.0
2017,final,hu,ro,hu,ro,6,6.0,6.0
2017,final,hu,hu,hu,hu,0,0.0,0.0
2017,final,hu,au,hu,au,7,7.0,7.0
2017,final,hu,no,hu,no,6,6.0,6.0
2017,final,hu,nl,hu,nl,8,8.0,8.0
2017,final,hu,fr,hu,fr,1,1.0,1.0
2017,final,hu,hr,hu,hr,5,5.0,5.0
2017,final,hu,az,hu,az,4,4.0,4.0
2017,final,hu,gb,hu,gb,3,3.0,3.0
2017,final,hu,at,hu,at,0,0.0,0.0
2017,final,hu,by,hu,by,0,0.0,0.0
2017,final,hu,am,hu,am,2,2.0,2.0
2017,final,hu,gr,hu,gr,0,0.0,0.0
2017,final,hu,dk,hu,dk,5,5.0,5.0
2017,final,hu,cy,hu,cy,2,2.0,2.0
2017,final,hu,pl,hu,pl,0,0.0,0.0
2017,final,hu,il,hu,il,0,0.0,0.0
2017,final,hu,ua,hu,ua,0,0.0,0.0
2017,final,hu,de,hu,de,0,0.0,0.0
2017,final,hu,es,hu,es,0,0.0,0.0
2017,final,is,pt,is,pt,24,24.0,24.0
2017,final,is,bg,is,bg,10,10.0,10.0
2017,final,is,md,is,md,6,6.0,6.0
2017,final,is,be,is,be,12,12.0,12.0
2017,final,is,se,is,se,16,16.0,16.0
2017,final,is,it,is,it,12,12.0,12.0
2017,final,is,ro,is,ro,5,5.0,5.0
2017,final,is,hu,is,hu,6,6.0,6.0
2017,final,is,au,is,au,10,10.0,10.0
2017,final,is,no,is,no,2,2.0,2.0
2017,final,is,nl,is,nl,0,0.0,0.0
2017,final,is,fr,is,fr,0,0.0,0.0
2017,final,is,hr,is,hr,0,0.0,0.0
2017,final,is,az,is,az,0,0.0,0.0
2017,final,is,gb,is,gb,7,7.0,7.0
2017,final,is,at,is,at,0,0.0,0.0
2017,final,is,by,is,by,0,0.0,0.0
2017,final,is,am,is,am,0,0.0,0.0
2017,final,is,gr,is,gr,0,0.0,0.0
2017,final,is,dk,is,dk,3,3.0,3.0
2017,final,is,cy,is,cy,0,0.0,0.0
2017,final,is,pl,is,pl,3,3.0,3.0
2017,final,is,il,is,il,0,0.0,0.0
2017,final,is,ua,is,ua,0,0.0,0.0
2017,final,is,de,is,de,0,0.0,0.0
2017,final,is,es,is,es,0,0.0,0.0
2017,final,ie,pt,ie,pt,15,15.0,15.0
2017,final,ie,bg,ie,bg,16,16.0,16.0
2017,final,ie,md,ie,md,8,8.0,8.0
2017,final,ie,be,ie,be,17,17.0,17.0
2017,final,ie,se,ie,se,6,6.0,6.0
2017,final,ie,it,ie,it,1,1.0,1.0
2017,final,ie,ro,ie,ro,20,20.0,20.0
2017,final,ie,hu,ie,hu,2,2.0,2.0
2017,final,ie,au,ie,au,0,0.0,0.0
2017,final,ie,no,ie,no,2,2.0,2.0
2017,final,ie,nl,ie,nl,4,4.0,4.0
2017,final,ie,fr,ie,fr,0,0.0,0.0
2017,final,ie,hr,ie,hr,3,3.0,3.0
2017,final,ie,az,ie,az,1,1.0,1.0
2017,final,ie,gb,ie,gb,4,4.0,4.0
2017,final,ie,at,ie,at,7,7.0,7.0
2017,final,ie,by,ie,by,0,0.0,0.0
2017,final,ie,am,ie,am,0,0.0,0.0
2017,final,ie,gr,ie,gr,0,0.0,0.0
2017,final,ie,dk,ie,dk,0,0.0,0.0
2017,final,ie,cy,ie,cy,0,0.0,0.0
2017,final,ie,pl,ie,pl,7,7.0,7.0
2017,final,ie,il,ie,il,0,0.0,0.0
2017,final,ie,ua,ie,ua,0,0.0,0.0
2017,final,ie,de,ie,de,3,3.0,3.0
2017,final,ie,es,ie,es,0,0.0,0.0
2017,final,il,pt,il,pt,24,24.0,24.0
2017,final,il,bg,il,bg,17,17.0,17.0
2017,final,il,md,il,md,8,8.0,8.0
2017,final,il,be,il,be,14,14.0,14.0
2017,final,il,se,il,se,13,13.0,13.0
2017,final,il,it,il,it,10,10.0,10.0
2017,final,il,ro,il,ro,7,7.0,7.0
2017,final,il,hu,il,hu,1,1.0,1.0
2017,final,il,au,il,au,0,0.0,0.0
2017,final,il,no,il,no,5,5.0,5.0
2017,final,il,nl,il,nl,0,0.0,0.0
2017,final,il,fr,il,fr,10,10.0,10.0
2017,final,il,hr,il,hr,0,0.0,0.0
2017,final,il,az,il,az,0,0.0,0.0
2017,final,il,gb,il,gb,0,0.0,0.0
2017,final,il,at,il,at,0,0.0,0.0
2017,final,il,by,il,by,3,3.0,3.0
2017,final,il,am,il,am,0,0.0,0.0
2017,final,il,gr,il,gr,0,0.0,0.0
2017,final,il,dk,il,dk,0,0.0,0.0
2017,final,il,cy,il,cy,0,0.0,0.0
2017,final,il,pl,il,pl,0,0.0,0.0
2017,final,il,il,il,il,0,0.0,0.0
2017,final,il,ua,il,ua,4,4.0,4.0
2017,final,il,de,il,de,0,0.0,0.0
2017,final,il,es,il,es,0,0.0,0.0
2017,final,it,pt,it,pt,10,10.0,10.0
2017,final,it,bg,it,bg,10,10.0,10.0
2017,final,it,md,it,md,20,20.0,20.0
2017,final,it,be,it,be,9,9.0,9.0
2017,final,it,se,it,se,10,10.0,10.0
2017,final,it,it,it,it,0,0.0,0.0
2017,final,it,ro,it,ro,10,10.0,10.0
2017,final,it,hu,it,hu,4,4.0,4.0
2017,final,it,au,it,au,0,0.0,0.0
2017,final,it,no,it,no,3,3.0,3.0
2017,final,it,nl,it,nl,0,0.0,0.0
2017,final,it,fr,it,fr,7,7.0,7.0
2017,final,it,hr,it,hr,6,6.0,6.0
2017,final,it,az,it,az,12,12.0,12.0
2017,final,it,gb,it,gb,0,0.0,0.0
2017,final,it,at,it,at,1,1.0,1.0
2017,final,it,by,it,by,0,0.0,0.0
2017,final,it,am,it,am,4,4.0,4.0
2017,final,it,gr,it,gr,0,0.0,0.0
2017,final,it,dk,it,dk,0,0.0,0.0
2017,final,it,cy,it,cy,0,0.0,0.0
2017,final,it,pl,it,pl,3,3.0,3.0
2017,final,it,il,it,il,0,0.0,0.0
2017,final,it,ua,it,ua,7,7.0,7.0
2017,final,it,de,it,de,0,0.0,0.0
2017,final,it,es,it,es,0,0.0,0.0
2017,final,lv,pt,lv,pt,22,22.0,22.0
2017,final,lv,bg,lv,bg,15,15.0,15.0
2017,final,lv,md,lv,md,9,9.0,9.0
2017,final,lv,be,lv,be,22,22.0,22.0
2017,final,lv,se,lv,se,4,4.0,4.0
2017,final,lv,it,lv,it,3,3.0,3.0
2017,final,lv,ro,lv,ro,8,8.0,8.0
2017,final,lv,hu,lv,hu,2,2.0,2.0
2017,final,lv,au,lv,au,5,5.0,5.0
2017,final,lv,no,lv,no,8,8.0,8.0
2017,final,lv,nl,lv,nl,0,0.0,0.0
2017,final,lv,fr,lv,fr,0,0.0,0.0
2017,final,lv,hr,lv,hr,0,0.0,0.0
2017,final,lv,az,lv,az,0,0.0,0.0
2017,final,lv,gb,lv,gb,4,4.0,4.0
2017,final,lv,at,lv,at,6,6.0,6.0
2017,final,lv,by,lv,by,8,8.0,8.0
2017,final,lv,am,lv,am,0,0.0,0.0
2017,final,lv,gr,lv,gr,0,0.0,0.0
2017,final,lv,dk,lv,dk,0,0.0,0.0
2017,final,lv,cy,lv,cy,0,0.0,0.0
2017,final,lv,pl,lv,pl,0,0.0,0.0
2017,final,lv,il,lv,il,0,0.0,0.0
2017,final,lv,ua,lv,ua,0,0.0,0.0
2017,final,lv,de,lv,de,0,0.0,0.0
2017,final,lv,es,lv,es,0,0.0,0.0
2017,final,lt,pt,lt,pt,24,24.0,24.0
2017,final,lt,bg,lt,bg,14,14.0,14.0
2017,final,lt,md,lt,md,8,8.0,8.0
2017,final,lt,be,lt,be,14,14.0,14.0
2017,final,lt,se,lt,se,9,9.0,9.0
2017,final,lt,it,lt,it,13,13.0,13.0
2017,final,lt,ro,lt,ro,4,4.0,4.0
2017,final,lt,hu,lt,hu,2,2.0,2.0
2017,final,lt,au,lt,au,1,1.0,1.0
2017,final,lt,no,lt,no,16,16.0,16.0
2017,final,lt,nl,lt,nl,2,2.0,2.0
2017,final,lt,fr,lt,fr,0,0.0,0.0
2017,final,lt,hr,lt,hr,0,0.0,0.0
2017,final,lt,az,lt,az,0,0.0,0.0
2017,final,lt,gb,lt,gb,0,0.0,0.0
2017,final,lt,at,lt,at,5,5.0,5.0
